,0,1
0,326.1,122095.0
1,339.9,111771.0
2,351.1,60817.0
3,354.1,94638.0
4,358.3,69098.0
5,361.3,96982.0
6,368.0,80302.0
7,382.3,50097.0
8,395.9,92585.0
9,414.5,53422.0
10,419.8,31275.0
11,436.2,72376.0
12,440.3,105213.0
13,442.3,65712.0
14,447.4,50161.0
15,453.1,45756.0
16,457.0,35569.0
17,458.4,301294.0
18,459.2,55526.0
19,465.2,66318.0
20,467.1,139167.0
21,473.3,110864.0
22,475.5,172539.0
23,477.3,27454.0
24,486.2,43478.0
25,491.7,19983.0
26,493.5,73178.0
27,494.1,56540.0
28,499.0,64971.0
29,506.1,45588.0
30,510.2,54341.0
31,512.0,76225.0
32,515.1,27438.0
33,520.4,53385.0
34,522.2,51700.0
35,529.4,60836.0
36,531.0,24524.0
37,540.1,44815.0
38,544.1,43420.0
39,546.4,215804.0
40,548.2,51372.0
41,554.0,143092.0
42,555.2,60423.0
43,556.5,38914.0
44,557.3,81474.0
45,564.2,173913.0
46,564.3,79074.0
47,565.4,88793.0
48,566.3,147328.0
49,567.1,30076.0
50,582.1,125159.0
51,582.7,109298.0
52,583.4,38742.0
53,599.1,63273.0
54,605.5,41375.0
55,613.2,73690.0
56,617.5,45434.0
57,623.1,35836.0
58,625.9,56543.0
59,634.4,74273.0
60,642.2,77360.0
61,646.3,58459.0
62,659.2,76760.0
63,661.9,47952.0
64,679.9,67439.0
65,684.9,85950.0
66,688.5,79347.0
67,694.2,50504.0
68,696.4,367308.0
69,697.6,111032.0
70,705.5,104236.0
71,712.2,58222.0
72,714.2,73175.0
73,722.5,232657.0
74,729.9,135740.0
75,739.3,326151.0
76,746.5,66717.0
77,756.5,981763.0
78,757.5,410536.0
79,758.5,23965.0
80,763.0,46178.0
81,775.3,30680.0
82,781.6,69481.0
83,794.6,68750.0
84,799.4,88883.0
85,814.2,39893.0
86,819.7,25447.0
87,823.3,47790.0
88,826.0,28343.0
89,827.3,116169.0
90,834.3,39037.0
91,843.5,112391.0
92,844.6,136926.0
93,858.7,79794.0
94,862.6,29511.0
95,867.5,31673.0
96,869.3,35571.0
97,872.2,63264.0
98,879.7,55058.0
99,885.8,1078052.0
100,887.5,495926.0
101,895.5,83799.0
102,902.7,95492.0
103,902.8,206175.0
104,903.5,30389248.0
105,903.6,28900096.0
106,904.5,11919616.0
107,904.6,10542080.0
108,905.5,4662656.0
109,915.3,46839.0
110,954.6,55270.0
111,956.0,45890.0
112,956.8,96771.0
113,957.2,196543.0
114,958.3,34320.0
115,958.4,67905.0
116,960.0,88021.0
117,960.7,139949.0
118,964.9,81616.0
119,967.2,38213.0
120,973.2,36065.0
121,974.4,34597.0
122,975.8,264639.0
123,976.6,51444.0
124,977.4,132478.0
125,983.7,49895.0
126,984.4,501645.0
127,469.7,804.6
128,349.4,673.6
129,423.9,901.1
130,979.0,911.7
131,426.2,483.3
132,337.7,514.3
133,880.5,727.1
134,570.2,351.9
135,685.1,553.0
136,408.5,726.2
137,873.6,345.3
138,643.1,556.2
139,813.4,762.7
140,833.3,551.5
141,409.6,876.8
142,360.8,872.0
143,507.1,876.9
144,452.9,860.6
145,512.8,878.0
146,492.3,406.6
147,572.4,441.9
148,524.4,919.3
149,557.1,438.0
150,570.8,557.9
151,634.5,445.3
152,781.4,389.1
153,509.7,907.0
154,611.1,812.1
155,975.4,435.6
156,409.8,519.3
157,830.0,452.4
158,930.0,715.7
159,651.6,641.6
160,969.6,578.9
161,509.2,896.3
162,468.2,889.7
163,888.7,849.1
164,585.2,967.6
165,722.3,668.9
166,861.4,739.2
167,891.1,354.3
168,801.6,592.4
169,763.2,556.9
170,543.7,706.6
171,701.7,895.5
172,588.0,743.1
173,871.9,705.1
174,870.3,871.2
