	0	1
0	326.1	122095.0
1	339.9	111771.0
2	351.1	60817.0
3	354.1	94638.0
4	358.3	69098.0
5	361.3	96982.0
6	368.0	80302.0
7	382.3	50097.0
8	395.9	92585.0
9	414.5	53422.0
10	419.8	31275.0
11	436.2	72376.0
12	440.3	105213.0
13	442.3	65712.0
14	447.4	50161.0
15	453.1	45756.0
16	457.0	35569.0
17	458.4	301294.0
18	459.2	55526.0
19	465.2	66318.0
20	467.1	139167.0
21	473.3	110864.0
22	475.5	172539.0
23	477.3	27454.0
24	486.2	43478.0
25	491.7	19983.0
26	493.5	73178.0
27	494.1	56540.0
28	499.0	64971.0
29	506.1	45588.0
30	510.2	54341.0
31	512.0	76225.0
32	515.1	27438.0
33	520.4	53385.0
34	522.2	51700.0
35	529.4	60836.0
36	531.0	24524.0
37	540.1	44815.0
38	544.1	43420.0
39	546.4	215804.0
40	548.2	51372.0
41	554.0	143092.0
42	555.2	60423.0
43	556.5	38914.0
44	557.3	81474.0
45	564.2	173913.0
46	564.3	79074.0
47	565.4	88793.0
48	566.3	147328.0
49	567.1	30076.0
50	582.1	125159.0
51	582.7	109298.0
52	583.4	38742.0
53	599.1	63273.0
54	605.5	41375.0
55	613.2	73690.0
56	617.5	45434.0
57	623.1	35836.0
58	625.9	56543.0
59	634.4	74273.0
60	642.2	77360.0
61	646.3	58459.0
62	659.2	76760.0
63	661.9	47952.0
64	679.9	67439.0
65	684.9	85950.0
66	688.5	79347.0
67	694.2	50504.0
68	696.4	367308.0
69	697.6	111032.0
70	705.5	104236.0
71	712.2	58222.0
72	714.2	73175.0
73	722.5	232657.0
74	729.9	135740.0
75	739.3	326151.0
76	746.5	66717.0
77	756.5	981763.0
78	757.5	410536.0
79	758.5	23965.0
80	763.0	46178.0
81	775.3	30680.0
82	781.6	69481.0
83	794.6	68750.0
84	799.4	88883.0
85	814.2	39893.0
86	819.7	25447.0
87	823.3	47790.0
88	826.0	28343.0
89	827.3	116169.0
90	834.3	39037.0
91	843.5	112391.0
92	844.6	136926.0
93	858.7	79794.0
94	862.6	29511.0
95	867.5	31673.0
96	869.3	35571.0
97	872.2	63264.0
98	879.7	55058.0
99	885.8	1078052.0
100	887.5	495926.0
101	895.5	83799.0
102	902.7	95492.0
103	902.8	206175.0
104	903.5	30389248.0
105	903.6	28900096.0
106	904.5	11919616.0
107	904.6	10542080.0
108	905.5	4662656.0
109	915.3	46839.0
110	954.6	55270.0
111	956.0	45890.0
112	956.8	96771.0
113	957.2	196543.0
114	958.3	34320.0
115	958.4	67905.0
116	960.0	88021.0
117	960.7	139949.0
118	964.9	81616.0
119	967.2	38213.0
120	973.2	36065.0
121	974.4	34597.0
122	975.8	264639.0
123	976.6	51444.0
124	977.4	132478.0
125	983.7	49895.0
126	984.4	501645.0
127	672.5	17171728.0
128	341.2	13277247.0
129	610.7	17826099.0
130	566.9	10789168.0
131	707.8	30291897.0
132	488.4	19970899.0
133	627.6	28390450.0
134	543.7	28027846.0
135	678.1	6399445.0
136	889.2	25887124.0
137	474.4	8354792.0
138	382.3	5124042.0
139	855.4	14953123.0
140	789.6	9778610.0
141	589.4	29635335.0
142	848.5	26543738.0
143	838.5	14006200.0
144	972.2	2527126.0
145	383.7	16560160.0
146	571.9	19991130.0
147	851.2	18489114.0
148	462.5	18638898.0
149	668.1	7552652.0
150	692.0	27444552.0
151	837.0	12145594.0
152	413.0	7964384.0
153	472.2	22243526.0
154	438.7	10597770.0
155	856.4	28832354.0
156	981.8	24682083.0
157	642.8	29691139.0
158	909.1	1894125.0
159	602.8	20307663.0
160	734.1	23215591.0
161	666.9	28083361.0
162	868.6	5859183.0
163	854.4	23755075.0
164	635.9	4572290.0
165	414.6	6063185.0
166	587.3	21534103.0
167	742.6	2668293.0
168	807.3	19615781.0
169	684.9	3346035.0
170	749.6	928744.0
171	839.7	29045861.0
172	574.8	3527172.0
173	912.4	3086005.0
174	619.3	27434190.0
175	542.6	15013793.0
176	695.5	16526740.0
177	627.1	25058522.0
178	604.4	14296415.0
179	723.6	19833609.0
180	415.4	2692872.0
181	882.4	8236214.0
182	443.6	26413810.0
183	948.4	10032154.0
184	503.3	25003106.0
185	870.3	3578298.0
186	949.7	14241836.0
187	977.5	8730727.0
188	828.9	30334860.0
189	755.4	23774088.0
190	783.0	23457061.0
191	329.1	5820148.0
192	358.1	18793638.0
193	952.7	2940103.0
194	513.0	5361186.0
195	515.8	16366401.0
196	971.6	3490817.0
197	466.5	6561611.0
198	634.6	21847907.0
199	750.8	23156569.0
200	807.5	30344077.0
201	562.5	9343334.0
202	893.6	9019493.0
203	526.8	23243646.0
204	871.5	23769383.0
205	584.3	2885149.0
206	341.3	7159858.0
207	599.8	9228703.0
208	727.1	27182222.0
209	337.3	15885923.0
210	829.6	25084177.0
211	977.9	15359101.0
212	901.9	9166189.0
213	387.0	17231714.0
214	334.7	16124965.0
215	696.5	12501244.0
216	570.2	20526328.0
217	656.3	24390324.0
218	488.0	14714128.0
219	340.0	19310842.0
220	839.2	15035239.0
221	885.8	4902526.0
222	600.3	19739135.0
