,0,1
0,326.1,122095.0
1,339.9,111771.0
2,351.1,60817.0
3,354.1,94638.0
4,358.3,69098.0
5,361.3,96982.0
6,368.0,80302.0
7,382.3,50097.0
8,395.9,92585.0
9,414.5,53422.0
10,419.8,31275.0
11,436.2,72376.0
12,440.3,105213.0
13,442.3,65712.0
14,447.4,50161.0
15,453.1,45756.0
16,457.0,35569.0
17,458.4,301294.0
18,459.2,55526.0
19,465.2,66318.0
20,467.1,139167.0
21,473.3,110864.0
22,475.5,172539.0
23,477.3,27454.0
24,486.2,43478.0
25,491.7,19983.0
26,493.5,73178.0
27,494.1,56540.0
28,499.0,64971.0
29,506.1,45588.0
30,510.2,54341.0
31,512.0,76225.0
32,515.1,27438.0
33,520.4,53385.0
34,522.2,51700.0
35,529.4,60836.0
36,531.0,24524.0
37,540.1,44815.0
38,544.1,43420.0
39,546.4,215804.0
40,548.2,51372.0
41,554.0,143092.0
42,555.2,60423.0
43,556.5,38914.0
44,557.3,81474.0
45,564.2,173913.0
46,564.3,79074.0
47,565.4,88793.0
48,566.3,147328.0
49,567.1,30076.0
50,582.1,125159.0
51,582.7,109298.0
52,583.4,38742.0
53,599.1,63273.0
54,605.5,41375.0
55,613.2,73690.0
56,617.5,45434.0
57,623.1,35836.0
58,625.9,56543.0
59,634.4,74273.0
60,642.2,77360.0
61,646.3,58459.0
62,659.2,76760.0
63,661.9,47952.0
64,679.9,67439.0
65,684.9,85950.0
66,688.5,79347.0
67,694.2,50504.0
68,696.4,367308.0
69,697.6,111032.0
70,705.5,104236.0
71,712.2,58222.0
72,714.2,73175.0
73,722.5,232657.0
74,729.9,135740.0
75,739.3,326151.0
76,746.5,66717.0
77,756.5,981763.0
78,757.5,410536.0
79,758.5,23965.0
80,763.0,46178.0
81,775.3,30680.0
82,781.6,69481.0
83,794.6,68750.0
84,799.4,88883.0
85,814.2,39893.0
86,819.7,25447.0
87,823.3,47790.0
88,826.0,28343.0
89,827.3,116169.0
90,834.3,39037.0
91,843.5,112391.0
92,844.6,136926.0
93,858.7,79794.0
94,862.6,29511.0
95,867.5,31673.0
96,869.3,35571.0
97,872.2,63264.0
98,879.7,55058.0
99,885.8,1078052.0
100,887.5,495926.0
101,895.5,83799.0
102,902.7,95492.0
103,902.8,206175.0
104,903.5,30389248.0
105,903.6,28900096.0
106,904.5,11919616.0
107,904.6,10542080.0
108,905.5,4662656.0
109,915.3,46839.0
110,954.6,55270.0
111,956.0,45890.0
112,956.8,96771.0
113,957.2,196543.0
114,958.3,34320.0
115,958.4,67905.0
116,960.0,88021.0
117,960.7,139949.0
118,964.9,81616.0
119,967.2,38213.0
120,973.2,36065.0
121,974.4,34597.0
122,975.8,264639.0
123,976.6,51444.0
124,977.4,132478.0
125,983.7,49895.0
126,984.4,501645.0
127,724.5,867.9
128,421.6,382.8
129,371.7,925.9
130,639.2,492.5
131,530.7,326.6
132,499.7,691.1
133,593.2,915.8
134,558.0,787.5
135,395.2,387.0
136,631.6,612.2
137,927.6,554.7
138,352.3,523.6
139,971.8,714.5
140,510.9,516.1
141,442.6,943.2
142,875.1,455.7
143,482.0,797.7
144,907.8,412.9
145,367.2,967.7
146,966.0,966.4
147,558.3,722.0
148,467.7,463.4
149,883.2,975.0
150,549.0,728.4
151,466.4,835.9
152,935.3,778.1
153,566.0,798.1
154,340.2,611.9
155,410.9,453.0
156,837.1,936.7
157,905.9,801.4
158,828.0,684.7
159,803.8,726.0
160,864.2,545.8
161,585.0,955.9
162,396.0,844.9
163,560.1,597.3
164,958.1,734.7
165,584.1,952.4
166,836.2,581.9
167,493.9,902.3
168,361.3,327.6
169,461.8,604.1
170,591.9,972.7
171,832.4,614.7
172,507.1,812.2
173,594.5,634.6
174,861.6,730.6
175,476.7,655.6
176,531.4,785.7
177,533.8,538.0
178,839.5,762.7
179,974.9,510.6
180,972.4,459.8
181,715.2,417.2
182,834.2,370.2
183,440.2,804.4
184,758.3,486.0
185,501.5,572.4
186,770.4,668.4
187,407.0,977.4
188,905.5,379.3
189,699.5,340.9
190,492.4,767.4
191,762.9,496.1
192,407.8,669.0
193,391.7,838.4
194,813.1,495.6
195,756.6,936.3
196,344.8,882.4
197,492.6,584.5
198,808.8,756.0
199,529.4,611.5
200,566.7,364.7
201,717.6,546.8
202,512.0,547.6
203,391.4,577.3
204,722.1,688.2
205,713.3,644.1
206,611.3,581.3
207,405.0,692.0
208,901.4,479.6
209,720.2,430.8
210,592.2,871.0
211,580.9,622.2
212,361.8,345.5
213,439.0,604.7
214,524.6,855.6
215,850.0,932.5
216,886.0,518.4
217,750.1,485.7
218,623.4,880.0
219,915.2,858.1
220,762.5,577.4
221,378.7,638.8
222,370.9,728.3
223,420.8,532.7
224,943.0,371.6
225,553.5,978.2
226,835.2,891.1
227,508.1,712.6
228,360.7,740.5
229,631.4,600.0
230,885.7,689.8
231,386.2,551.7
232,771.9,831.5
233,345.7,405.0
234,357.3,795.7
235,939.0,470.0
236,568.3,536.4
237,785.9,456.2
238,584.2,416.8
239,365.1,642.3
240,626.1,751.5
241,689.6,917.4
242,874.6,931.6
243,950.4,499.7
244,880.3,623.4
245,506.6,961.3
246,848.1,945.7
