	0	1
0	326.1	122095.0
1	339.9	111771.0
2	351.1	60817.0
3	354.1	94638.0
4	358.3	69098.0
5	361.3	96982.0
6	368.0	80302.0
7	382.3	50097.0
8	395.9	92585.0
9	414.5	53422.0
10	419.8	31275.0
11	436.2	72376.0
12	440.3	105213.0
13	442.3	65712.0
14	447.4	50161.0
15	453.1	45756.0
16	457.0	35569.0
17	458.4	301294.0
18	459.2	55526.0
19	465.2	66318.0
20	467.1	139167.0
21	473.3	110864.0
22	475.5	172539.0
23	477.3	27454.0
24	486.2	43478.0
25	491.7	19983.0
26	493.5	73178.0
27	494.1	56540.0
28	499.0	64971.0
29	506.1	45588.0
30	510.2	54341.0
31	512.0	76225.0
32	515.1	27438.0
33	520.4	53385.0
34	522.2	51700.0
35	529.4	60836.0
36	531.0	24524.0
37	540.1	44815.0
38	544.1	43420.0
39	546.4	215804.0
40	548.2	51372.0
41	554.0	143092.0
42	555.2	60423.0
43	556.5	38914.0
44	557.3	81474.0
45	564.2	173913.0
46	564.3	79074.0
47	565.4	88793.0
48	566.3	147328.0
49	567.1	30076.0
50	582.1	125159.0
51	582.7	109298.0
52	583.4	38742.0
53	599.1	63273.0
54	605.5	41375.0
55	613.2	73690.0
56	617.5	45434.0
57	623.1	35836.0
58	625.9	56543.0
59	634.4	74273.0
60	642.2	77360.0
61	646.3	58459.0
62	659.2	76760.0
63	661.9	47952.0
64	679.9	67439.0
65	684.9	85950.0
66	688.5	79347.0
67	694.2	50504.0
68	696.4	367308.0
69	697.6	111032.0
70	705.5	104236.0
71	712.2	58222.0
72	714.2	73175.0
73	722.5	232657.0
74	729.9	135740.0
75	739.3	326151.0
76	746.5	66717.0
77	756.5	981763.0
78	757.5	410536.0
79	758.5	23965.0
80	763.0	46178.0
81	775.3	30680.0
82	781.6	69481.0
83	794.6	68750.0
84	799.4	88883.0
85	814.2	39893.0
86	819.7	25447.0
87	823.3	47790.0
88	826.0	28343.0
89	827.3	116169.0
90	834.3	39037.0
91	843.5	112391.0
92	844.6	136926.0
93	858.7	79794.0
94	862.6	29511.0
95	867.5	31673.0
96	869.3	35571.0
97	872.2	63264.0
98	879.7	55058.0
99	885.8	1078052.0
100	887.5	495926.0
101	895.5	83799.0
102	902.7	95492.0
103	902.8	206175.0
104	903.5	30389248.0
105	903.6	28900096.0
106	904.5	11919616.0
107	904.6	10542080.0
108	905.5	4662656.0
109	915.3	46839.0
110	954.6	55270.0
111	956.0	45890.0
112	956.8	96771.0
113	957.2	196543.0
114	958.3	34320.0
115	958.4	67905.0
116	960.0	88021.0
117	960.7	139949.0
118	964.9	81616.0
119	967.2	38213.0
120	973.2	36065.0
121	974.4	34597.0
122	975.8	264639.0
123	976.6	51444.0
124	977.4	132478.0
125	983.7	49895.0
126	984.4	501645.0
127	749.1	442.1
128	928.1	760.6
129	564.6	490.6
130	872.0	538.4
131	894.5	608.8
132	409.7	663.7
133	491.1	910.0
134	423.1	962.3
135	420.8	362.1
136	408.5	493.8
137	459.9	662.5
138	817.4	919.8
139	773.9	690.1
140	760.7	819.7
141	728.1	829.3
142	718.7	902.1
143	743.9	699.9
144	980.0	868.5
145	922.9	937.5
146	530.1	376.4
147	570.4	512.5
148	426.4	740.7
149	631.8	468.8
150	826.7	769.4
151	439.4	959.9
152	500.2	776.5
153	952.4	817.6
154	407.4	577.0
155	370.8	447.1
156	440.6	835.9
157	759.5	678.2
158	851.6	601.7
159	721.2	771.7
160	468.5	833.3
161	509.3	608.1
162	699.1	796.8
163	819.5	966.7
164	615.5	427.8
165	384.6	865.9
166	687.6	830.5
167	630.2	762.1
168	626.1	721.5
169	795.3	933.5
170	874.2	586.9
171	759.3	662.4
172	420.9	659.2
173	734.5	938.1
174	609.4	344.7
175	619.8	648.1
176	502.6	982.2
177	417.6	530.0
178	409.5	624.6
179	724.0	462.8
180	865.3	420.7
181	354.5	391.4
182	790.3	381.3
183	338.7	738.7
184	617.3	899.2
185	331.2	489.1
186	492.1	589.2
187	928.3	469.0
188	576.4	560.5
189	650.8	773.6
190	411.8	929.3
191	469.9	571.3
192	387.5	675.7
193	425.6	487.2
194	374.1	558.9
195	918.5	885.3
196	841.1	334.9
197	800.7	687.1
198	602.9	799.5
