	0	1
0	326.1	122095.0
1	339.9	111771.0
2	351.1	60817.0
3	354.1	94638.0
4	358.3	69098.0
5	361.3	96982.0
6	368.0	80302.0
7	382.3	50097.0
8	395.9	92585.0
9	414.5	53422.0
10	419.8	31275.0
11	436.2	72376.0
12	440.3	105213.0
13	442.3	65712.0
14	447.4	50161.0
15	453.1	45756.0
16	457.0	35569.0
17	458.4	301294.0
18	459.2	55526.0
19	465.2	66318.0
20	467.1	139167.0
21	473.3	110864.0
22	475.5	172539.0
23	477.3	27454.0
24	486.2	43478.0
25	491.7	19983.0
26	493.5	73178.0
27	494.1	56540.0
28	499.0	64971.0
29	506.1	45588.0
30	510.2	54341.0
31	512.0	76225.0
32	515.1	27438.0
33	520.4	53385.0
34	522.2	51700.0
35	529.4	60836.0
36	531.0	24524.0
37	540.1	44815.0
38	544.1	43420.0
39	546.4	215804.0
40	548.2	51372.0
41	554.0	143092.0
42	555.2	60423.0
43	556.5	38914.0
44	557.3	81474.0
45	564.2	173913.0
46	564.3	79074.0
47	565.4	88793.0
48	566.3	147328.0
49	567.1	30076.0
50	582.1	125159.0
51	582.7	109298.0
52	583.4	38742.0
53	599.1	63273.0
54	605.5	41375.0
55	613.2	73690.0
56	617.5	45434.0
57	623.1	35836.0
58	625.9	56543.0
59	634.4	74273.0
60	642.2	77360.0
61	646.3	58459.0
62	659.2	76760.0
63	661.9	47952.0
64	679.9	67439.0
65	684.9	85950.0
66	688.5	79347.0
67	694.2	50504.0
68	696.4	367308.0
69	697.6	111032.0
70	705.5	104236.0
71	712.2	58222.0
72	714.2	73175.0
73	722.5	232657.0
74	729.9	135740.0
75	739.3	326151.0
76	746.5	66717.0
77	756.5	981763.0
78	757.5	410536.0
79	758.5	23965.0
80	763.0	46178.0
81	775.3	30680.0
82	781.6	69481.0
83	794.6	68750.0
84	799.4	88883.0
85	814.2	39893.0
86	819.7	25447.0
87	823.3	47790.0
88	826.0	28343.0
89	827.3	116169.0
90	834.3	39037.0
91	843.5	112391.0
92	844.6	136926.0
93	858.7	79794.0
94	862.6	29511.0
95	867.5	31673.0
96	869.3	35571.0
97	872.2	63264.0
98	879.7	55058.0
99	885.8	1078052.0
100	887.5	495926.0
101	895.5	83799.0
102	902.7	95492.0
103	902.8	206175.0
104	903.5	30389248.0
105	903.6	28900096.0
106	904.5	11919616.0
107	904.6	10542080.0
108	905.5	4662656.0
109	915.3	46839.0
110	954.6	55270.0
111	956.0	45890.0
112	956.8	96771.0
113	957.2	196543.0
114	958.3	34320.0
115	958.4	67905.0
116	960.0	88021.0
117	960.7	139949.0
118	964.9	81616.0
119	967.2	38213.0
120	973.2	36065.0
121	974.4	34597.0
122	975.8	264639.0
123	976.6	51444.0
124	977.4	132478.0
125	983.7	49895.0
126	984.4	501645.0
127	372.9	699.9
128	727.0	396.3
129	358.2	717.5
130	341.0	896.3
131	693.9	513.9
132	689.5	724.1
133	780.0	851.7
134	940.9	910.7
135	591.6	493.7
136	401.5	503.8
137	456.5	979.2
138	454.2	554.3
139	729.1	525.3
140	981.6	460.7
141	416.3	404.5
142	780.8	825.1
143	400.5	654.9
144	663.5	918.8
145	856.9	758.3
146	811.7	887.5
147	944.9	502.6
148	455.5	833.0
149	757.2	440.3
150	791.2	595.6
151	599.6	539.5
152	733.8	808.1
153	401.7	738.2
154	416.0	604.0
155	864.3	672.7
156	617.5	444.4
157	892.2	839.9
158	329.6	362.9
159	912.1	436.9
160	387.2	509.8
161	940.0	488.3
162	736.2	415.0
163	572.1	903.7
164	944.2	899.5
165	507.5	441.9
166	717.9	911.4
167	564.7	943.5
168	494.3	651.9
169	357.8	747.0
170	349.6	565.7
171	524.8	770.1
172	400.4	604.1
173	862.2	555.6
174	777.9	352.5
175	644.3	429.5
176	471.2	929.6
177	862.0	389.2
178	971.6	363.2
179	626.7	569.3
180	636.0	726.2
181	931.6	747.2
182	380.3	345.4
183	696.7	371.3
184	459.9	724.9
185	469.5	789.7
186	530.0	401.1
187	800.3	578.6
188	389.4	471.9
189	922.6	791.9
190	673.0	584.2
191	515.3	974.0
192	710.1	743.1
193	715.9	403.4
194	738.0	836.6
195	901.6	965.5
196	875.0	950.2
197	704.8	783.9
198	477.3	855.6
199	364.9	762.9
200	505.0	656.2
201	470.2	603.6
202	595.4	547.9
203	722.3	480.3
204	332.0	847.3
205	551.1	462.7
206	348.9	933.2
207	489.5	420.0
208	767.2	973.6
209	630.9	896.5
210	890.5	387.1
211	650.0	766.6
212	805.9	352.0
213	510.4	887.0
214	391.7	622.1
215	891.1	969.4
216	436.5	479.2
217	723.8	535.7
218	598.1	736.1
219	748.0	559.5
220	457.4	363.8
221	831.1	619.6
222	471.1	568.3
